date,vader_compound,vader_label
2024-12-09,0.3182,POSITIVE
2024-12-17,0.7906,POSITIVE
2024-12-07,0.3612,POSITIVE
2024-12-03,-0.8074,NEGATIVE
2024-12-21,0.7622,POSITIVE
2024-12-28,-0.9748,NEGATIVE
2024-12-17,0.0,NEUTRAL
2024-12-17,0.6114,POSITIVE
2024-12-28,-0.9917,NEGATIVE
2024-12-05,0.7061,POSITIVE
2024-12-29,-0.4215,NEGATIVE
2024-12-20,0.0,NEUTRAL
2024-12-08,-0.2057,NEGATIVE
2024-12-18,0.8402,POSITIVE
2024-12-10,0.6964,POSITIVE
2024-12-17,0.9306,POSITIVE
2024-12-29,0.0258,NEUTRAL
2024-12-13,0.6573,POSITIVE
2024-12-23,-0.1027,NEGATIVE
2024-12-19,0.0772,POSITIVE
2024-12-23,0.4329,POSITIVE
2024-12-19,-0.34,NEGATIVE
2024-12-28,-0.8519,NEGATIVE
2024-12-10,0.8631,POSITIVE
2024-12-28,0.0,NEUTRAL
2024-12-22,0.0,NEUTRAL
2024-12-28,0.7579,POSITIVE
2024-12-29,-0.5719,NEGATIVE
2024-12-03,0.3818,POSITIVE
2024-12-25,0.6326,POSITIVE
2024-12-10,0.8748,POSITIVE
2024-12-11,0.5499,POSITIVE
2024-12-29,-0.8625,NEGATIVE
2024-12-13,-0.9677,NEGATIVE
2024-12-17,-0.5095,NEGATIVE
2024-12-18,-0.4757,NEGATIVE
2024-12-03,0.4784,POSITIVE
2024-12-04,0.4939,POSITIVE
2024-12-02,0.0,NEUTRAL
2024-12-30,0.0,NEUTRAL
2024-12-15,0.25,POSITIVE
2024-12-10,0.0,NEUTRAL
2024-12-09,-0.6767,NEGATIVE
2024-12-22,-0.8872,NEGATIVE
2024-12-16,-0.6486,NEGATIVE
2024-12-16,0.9517,POSITIVE
2024-12-19,0.8299,POSITIVE
2024-12-14,0.128,POSITIVE
2024-12-12,-0.5475,NEGATIVE
2024-12-06,-0.6486,NEGATIVE
2024-12-15,-0.5789,NEGATIVE
2024-12-29,0.0,NEUTRAL
2024-12-16,0.0,NEUTRAL
2024-12-01,0.4404,POSITIVE
2024-12-09,0.5106,POSITIVE
2024-12-11,0.3091,POSITIVE
2024-12-12,-0.7269,NEGATIVE
2024-12-20,0.0,NEUTRAL
2024-12-17,-0.9322,NEGATIVE
2024-12-28,0.0,NEUTRAL
2024-12-24,-0.9136,NEGATIVE
2024-12-06,0.4215,POSITIVE
2024-12-21,-0.0772,NEGATIVE
2024-12-11,0.5108,POSITIVE
2024-12-11,0.3612,POSITIVE
2024-12-23,-0.296,NEGATIVE
2024-12-19,0.6696,POSITIVE
2024-12-22,0.8124,POSITIVE
2024-12-13,-0.9479,NEGATIVE
2024-12-22,-0.5577,NEGATIVE
2024-12-13,0.0,NEUTRAL
2024-12-14,0.8338,POSITIVE
2024-12-28,0.6335,POSITIVE
2024-12-27,-0.6705,NEGATIVE
2024-12-20,-0.0772,NEGATIVE
2024-12-03,-0.8926,NEGATIVE
2024-12-10,0.2732,POSITIVE
2024-12-28,0.8119,POSITIVE
2024-12-27,0.9253,POSITIVE
2024-12-23,-0.8682,NEGATIVE
2024-12-21,0.2115,POSITIVE
2024-12-30,-0.2263,NEGATIVE
2024-12-21,0.4588,POSITIVE
2024-12-07,0.5584,POSITIVE
2024-12-14,0.0,NEUTRAL
2024-12-06,0.0,NEUTRAL
2024-12-01,0.0,NEUTRAL
2024-12-19,-0.5106,NEGATIVE
2024-12-30,0.3003,POSITIVE
2024-12-12,0.296,POSITIVE
2024-12-11,0.0,NEUTRAL
2024-12-04,-0.881,NEGATIVE
2024-12-04,0.0,NEUTRAL
2024-12-29,0.3682,POSITIVE
2024-12-19,0.5023,POSITIVE
2024-12-07,-0.6486,NEGATIVE
2024-12-01,-0.2023,NEGATIVE
2024-12-01,0.0,NEUTRAL
2024-12-24,0.6369,POSITIVE
2024-12-19,-0.439,NEGATIVE
2024-12-06,-0.4019,NEGATIVE
2024-12-15,0.4215,POSITIVE
2024-12-27,0.1844,POSITIVE
2024-12-22,0.34,POSITIVE
2024-12-20,0.8216,POSITIVE
2024-12-28,-0.8658,NEGATIVE
2024-12-25,0.7269,POSITIVE
2024-12-26,0.4712,POSITIVE
2024-12-22,0.6742,POSITIVE
2024-12-14,-0.5719,NEGATIVE
2024-12-02,0.0,NEUTRAL
2024-12-22,0.6908,POSITIVE
2024-12-04,0.9575,POSITIVE
2024-12-20,0.9259,POSITIVE
2024-12-28,-0.9814,NEGATIVE
2024-12-28,-0.1621,NEGATIVE
2024-12-06,0.82,POSITIVE
2024-12-21,0.8106,POSITIVE
2024-12-27,0.3182,POSITIVE
2024-12-06,0.5719,POSITIVE
2024-12-06,0.8302,POSITIVE
2024-12-22,-0.1224,NEGATIVE
2024-12-17,0.3182,POSITIVE
2024-12-28,0.5719,POSITIVE
2024-12-08,-0.1027,NEGATIVE
2024-12-20,0.0516,POSITIVE
2024-12-11,0.0,NEUTRAL
2024-12-14,0.7269,POSITIVE
2024-12-04,-0.8834,NEGATIVE
2024-12-24,0.0,NEUTRAL
2024-12-10,0.9928,POSITIVE
2024-12-25,0.0,NEUTRAL
2024-12-28,-0.4021,NEGATIVE
2024-12-19,0.161,POSITIVE
2024-12-19,0.4494,POSITIVE
2024-12-23,-0.3089,NEGATIVE
2024-12-04,-0.4774,NEGATIVE
2024-12-21,-0.7783,NEGATIVE
2024-12-08,0.886,POSITIVE
2024-12-10,-0.6249,NEGATIVE
2024-12-28,-0.4588,NEGATIVE
2024-12-15,0.0,NEUTRAL
2024-12-19,-0.8834,NEGATIVE
2024-12-12,0.7183,POSITIVE
2024-12-12,-0.8226,NEGATIVE
2024-12-22,0.7102,POSITIVE
2024-12-16,-0.9651,NEGATIVE
2024-12-14,-0.7506,NEGATIVE
2024-12-22,0.7319,POSITIVE
2024-12-20,-0.3818,NEGATIVE
2024-12-25,-0.8834,NEGATIVE
2024-12-18,0.4019,POSITIVE
2024-12-09,-0.6408,NEGATIVE
2024-12-29,-0.2168,NEGATIVE
2024-12-29,0.6114,POSITIVE
2024-12-18,0.2924,POSITIVE
2024-12-28,-0.2732,NEGATIVE
2024-12-30,-0.7717,NEGATIVE
2024-12-17,0.1139,POSITIVE
2024-12-29,0.0,NEUTRAL
2024-12-20,0.1496,POSITIVE
2024-12-03,0.4678,POSITIVE
2024-12-21,-0.5994,NEGATIVE
2024-12-25,0.0,NEUTRAL
2024-12-26,0.6249,POSITIVE
2024-12-14,-0.5994,NEGATIVE
2024-12-21,0.0,NEUTRAL
2024-12-23,0.7542,POSITIVE
2024-12-21,0.0,NEUTRAL
2024-12-04,-0.4391,NEGATIVE
2024-12-23,-0.9831,NEGATIVE
2024-12-04,0.3182,POSITIVE
2024-12-28,0.677,POSITIVE
2024-12-09,0.0,NEUTRAL
2024-12-20,-0.5574,NEGATIVE
2024-12-04,0.7907,POSITIVE
2024-12-23,0.3612,POSITIVE
2024-12-11,0.0,NEUTRAL
2024-12-22,0.4552,POSITIVE
2024-12-20,-0.1313,NEGATIVE
2024-12-28,0.7783,POSITIVE
2024-12-12,-0.0772,NEGATIVE
2024-12-18,0.7311,POSITIVE
2024-12-19,-0.6476,NEGATIVE
2024-12-21,0.9885,POSITIVE
2024-12-09,0.0,NEUTRAL
2024-12-02,0.128,POSITIVE
2024-12-05,0.9553,POSITIVE
2024-12-09,0.0,NEUTRAL
2024-12-02,0.0,NEUTRAL
2024-12-08,-0.4939,NEGATIVE
2024-12-25,0.7311,POSITIVE
2024-12-18,0.9358,POSITIVE
2024-12-19,-0.1351,NEGATIVE
2024-12-30,-0.3818,NEGATIVE
2024-12-17,0.3806,POSITIVE
2024-12-12,-0.8176,NEGATIVE
2024-12-15,-0.8646,NEGATIVE
2024-12-12,-0.6665,NEGATIVE
2024-12-21,0.4215,POSITIVE
2024-12-03,0.3612,POSITIVE
2024-12-20,0.0834,POSITIVE
2024-12-19,0.0,NEUTRAL
2024-12-17,0.8557,POSITIVE
2024-12-30,-0.8532,NEGATIVE
2024-12-28,-0.4289,NEGATIVE
2024-12-21,0.5719,POSITIVE
2024-12-25,-0.0495,NEUTRAL
2024-12-29,-0.296,NEGATIVE
2024-12-01,0.4939,POSITIVE
2024-12-16,0.0,NEUTRAL
2024-12-20,0.0,NEUTRAL
2024-12-26,0.4215,POSITIVE
2024-12-19,0.0,NEUTRAL
2024-12-27,0.4285,POSITIVE
2024-12-20,0.0,NEUTRAL
2024-12-20,0.6908,POSITIVE
2024-12-17,-0.9093,NEGATIVE
2024-12-26,-0.1027,NEGATIVE
2024-12-22,-0.8885,NEGATIVE
2024-12-20,0.6597,POSITIVE
2024-12-27,0.3291,POSITIVE
2024-12-19,-0.5423,NEGATIVE
2024-12-21,0.8955,POSITIVE
2024-12-28,0.4475,POSITIVE
2024-12-20,-0.9106,NEGATIVE
2024-12-28,-0.4215,NEGATIVE
2024-12-19,0.0,NEUTRAL
2024-12-09,0.25,POSITIVE
2024-12-01,0.0,NEUTRAL
2024-12-05,0.2617,POSITIVE
2024-12-07,0.5095,POSITIVE
2024-12-03,0.6369,POSITIVE
2024-12-20,-0.4767,NEGATIVE
2024-12-20,0.0,NEUTRAL
2024-12-18,0.4678,POSITIVE
2024-12-05,0.0,NEUTRAL
2024-12-23,-0.3944,NEGATIVE
2024-12-20,0.8074,POSITIVE
2024-12-28,-0.9169,NEGATIVE
2024-12-28,-0.9731,NEGATIVE
2024-12-03,0.0,NEUTRAL
2024-12-12,0.4854,POSITIVE
2024-12-05,0.2732,POSITIVE
2024-12-14,0.8663,POSITIVE
2024-12-08,0.6249,POSITIVE
2024-12-06,0.0,NEUTRAL
2024-12-02,0.5927,POSITIVE
2024-12-10,0.3182,POSITIVE
2024-12-16,0.8522,POSITIVE
2024-12-30,0.2732,POSITIVE
2024-12-15,-0.2411,NEGATIVE
2024-12-11,0.8393,POSITIVE
2024-12-21,-0.7177,NEGATIVE
2024-12-20,-0.0387,NEUTRAL
2024-12-17,0.6808,POSITIVE
2024-12-27,0.1901,POSITIVE
2024-12-26,0.0,NEUTRAL
2024-12-30,-0.1306,NEGATIVE
2024-12-08,0.0,NEUTRAL
2024-12-27,0.8986,POSITIVE
2024-12-11,0.4926,POSITIVE
2024-12-28,0.0,NEUTRAL
2024-12-10,0.4939,POSITIVE
2024-12-20,0.9077,POSITIVE
2024-12-06,0.0,NEUTRAL
2024-12-07,-0.9102,NEGATIVE
2024-12-27,-0.7746,NEGATIVE
2024-12-27,0.0,NEUTRAL
2024-12-05,-0.3566,NEGATIVE
2024-12-23,0.743,POSITIVE
2024-12-18,0.7975,POSITIVE
2024-11-30,-0.1531,NEGATIVE
2024-12-30,0.2023,POSITIVE
2024-12-19,-0.6739,NEGATIVE
2024-12-17,0.3818,POSITIVE
2024-12-03,0.4939,POSITIVE
2024-12-16,-0.8934,NEGATIVE
2024-12-27,0.0516,POSITIVE
2024-12-03,0.6369,POSITIVE
2024-12-25,0.0,NEUTRAL
2024-12-18,0.9136,POSITIVE
2024-12-21,0.9022,POSITIVE
2024-12-16,0.0,NEUTRAL
2024-12-10,-0.9053,NEGATIVE
2024-12-13,0.0,NEUTRAL
2024-12-23,-0.5859,NEGATIVE
2024-12-21,0.4404,POSITIVE
2024-12-06,-0.2732,NEGATIVE
2024-12-23,0.3182,POSITIVE
2024-12-22,-0.8333,NEGATIVE
2024-12-20,0.2263,POSITIVE
2024-12-05,-0.7506,NEGATIVE
2024-12-27,0.2235,POSITIVE
2024-12-01,0.0,NEUTRAL
2024-12-18,0.8772,POSITIVE
2024-12-21,0.6597,POSITIVE
2024-12-12,-0.0516,NEGATIVE
2024-12-26,0.8712,POSITIVE
2024-12-29,0.0,NEUTRAL
2024-12-20,-0.1779,NEGATIVE
2024-12-27,-0.8912,NEGATIVE
2024-12-28,0.4284,POSITIVE
2024-12-02,0.7979,POSITIVE
2024-12-20,0.5023,POSITIVE
2024-12-10,0.3182,POSITIVE
2024-12-29,-0.9197,NEGATIVE
2024-12-26,0.0,NEUTRAL
2024-12-03,0.9785,POSITIVE
2024-12-29,0.6705,POSITIVE
2024-12-16,-0.8147,NEGATIVE
2024-12-16,0.3983,POSITIVE
2024-12-05,0.4627,POSITIVE
2024-12-01,0.0,NEUTRAL
2024-12-23,-0.5759,NEGATIVE
2024-12-20,0.34,POSITIVE
2024-12-15,0.0,NEUTRAL
2024-12-23,0.4019,POSITIVE
2024-12-28,0.9338,POSITIVE
2024-12-01,0.0,NEUTRAL
2024-12-26,-0.0191,NEUTRAL
2024-12-22,0.8462,POSITIVE
2024-12-29,0.9589,POSITIVE
2024-12-05,0.8919,POSITIVE
2024-12-16,0.0258,NEUTRAL
2024-12-17,0.2492,POSITIVE
2024-12-19,0.0258,NEUTRAL
2024-12-23,-0.2263,NEGATIVE
2024-12-01,-0.9846,NEGATIVE
2024-12-11,-0.6597,NEGATIVE
2024-12-19,0.6808,POSITIVE
2024-12-27,0.4404,POSITIVE
2024-12-24,-0.765,NEGATIVE
2024-12-01,0.486,POSITIVE
2024-12-27,-0.3182,NEGATIVE
2024-12-04,-0.34,NEGATIVE
2024-11-30,-0.2292,NEGATIVE
2024-12-09,0.6124,POSITIVE
2024-12-30,0.3182,POSITIVE
2024-12-19,-0.8074,NEGATIVE
2024-12-21,-0.2202,NEGATIVE
2024-12-01,0.9303,POSITIVE
2024-12-23,-0.7672,NEGATIVE
2024-12-04,-0.5302,NEGATIVE
2024-12-14,0.8402,POSITIVE
2024-12-22,-0.0026,NEUTRAL
2024-12-23,0.0,NEUTRAL
2024-12-26,0.2023,POSITIVE
2024-12-03,-0.9479,NEGATIVE
2024-12-29,0.34,POSITIVE
2024-12-21,0.8191,POSITIVE
2024-12-13,-0.3818,NEGATIVE
2024-12-29,-0.0772,NEGATIVE
2024-12-28,-0.5574,NEGATIVE
2024-12-05,-0.932,NEGATIVE
2024-12-04,-0.9129,NEGATIVE
2024-12-05,-0.7379,NEGATIVE
2024-12-22,0.7402,POSITIVE
2024-12-21,0.0,NEUTRAL
2024-12-11,0.9669,POSITIVE
2024-12-08,0.0,NEUTRAL
2024-12-28,0.8658,POSITIVE
2024-12-17,0.9489,POSITIVE
2024-12-10,-0.9215,NEGATIVE
2024-11-30,-0.8555,NEGATIVE
2024-12-05,0.1027,POSITIVE
2024-12-27,0.9792,POSITIVE
2024-12-09,-0.9357,NEGATIVE
2024-12-19,0.0,NEUTRAL
2024-12-27,-0.2141,NEGATIVE
2024-12-29,0.0,NEUTRAL
2024-12-12,0.7964,POSITIVE
2024-12-27,-0.6954,NEGATIVE
2024-12-26,0.0,NEUTRAL
2024-12-29,-0.9115,NEGATIVE
2024-12-17,0.997,POSITIVE
2024-12-29,0.0,NEUTRAL
2024-12-05,0.4215,POSITIVE
2024-12-19,0.4215,POSITIVE
2024-12-23,0.0,NEUTRAL
2024-12-29,0.9322,POSITIVE
2024-12-27,0.1505,POSITIVE
2024-12-21,0.4215,POSITIVE
2024-12-19,-0.8588,NEGATIVE
2024-12-28,0.966,POSITIVE
2024-12-15,-0.34,NEGATIVE
2024-12-22,0.0,NEUTRAL
2024-12-18,0.899,POSITIVE
2024-12-19,-0.8225,NEGATIVE
2024-12-14,-0.6124,NEGATIVE
2024-12-28,0.6588,POSITIVE
2024-12-20,0.2263,POSITIVE
2024-12-27,0.9393,POSITIVE
2024-12-24,-0.4767,NEGATIVE
2024-12-27,0.0,NEUTRAL
2024-12-04,-0.1793,NEGATIVE
2024-12-04,0.1027,POSITIVE
2024-12-20,0.9634,POSITIVE
2024-12-20,0.5719,POSITIVE
2024-12-27,0.9984,POSITIVE
2024-12-20,0.5709,POSITIVE
2024-12-03,-0.8388,NEGATIVE
2024-12-28,0.0,NEUTRAL
2024-12-02,0.0,NEUTRAL
2024-11-30,0.7778,POSITIVE
2024-12-02,-0.3182,NEGATIVE
2024-12-03,0.3612,POSITIVE
2024-12-24,-0.1027,NEGATIVE
2024-12-22,-0.8591,NEGATIVE
2024-12-10,-0.7579,NEGATIVE
2024-12-13,0.3818,POSITIVE
2024-12-15,0.0577,POSITIVE
2024-12-15,0.0,NEUTRAL
2024-12-22,0.0,NEUTRAL
2024-12-11,0.0,NEUTRAL
2024-12-21,0.0,NEUTRAL
2024-12-22,0.6096,POSITIVE
2024-12-22,-0.7003,NEGATIVE
2024-12-19,0.0,NEUTRAL
2024-12-03,0.296,POSITIVE
2024-12-28,0.6597,POSITIVE
2024-12-03,0.3947,POSITIVE
2024-12-05,-0.1027,NEGATIVE
2024-12-04,0.34,POSITIVE
2024-12-15,0.0,NEUTRAL
2024-12-28,0.4215,POSITIVE
2024-12-01,-0.1779,NEGATIVE
2024-12-28,-0.1027,NEGATIVE
2024-12-25,0.25,POSITIVE
2024-12-20,0.1531,POSITIVE
2024-12-08,0.0,NEUTRAL
2024-12-27,-0.6985,NEGATIVE
2024-12-11,0.5859,POSITIVE
2024-12-25,0.9041,POSITIVE
2024-12-19,-0.4005,NEGATIVE
2024-12-27,0.2732,POSITIVE
2024-12-30,0.1531,POSITIVE
2024-12-30,0.4696,POSITIVE
2024-12-20,0.7089,POSITIVE
2024-12-18,0.6369,POSITIVE
2024-12-30,-0.772,NEGATIVE
2024-12-27,-0.3089,NEGATIVE
2024-12-26,-0.7269,NEGATIVE
2024-12-25,0.5859,POSITIVE
2024-12-26,0.5684,POSITIVE
2024-12-27,0.0,NEUTRAL
2024-12-21,-0.9333,NEGATIVE
2024-12-11,-0.4215,NEGATIVE
2024-12-11,-0.636,NEGATIVE
2024-12-11,-0.2716,NEGATIVE
2024-12-26,-0.128,NEGATIVE
2024-12-01,0.25,POSITIVE
2024-12-03,0.7096,POSITIVE
2024-12-20,0.2411,POSITIVE
2024-12-24,-0.2382,NEGATIVE
2024-12-29,0.5473,POSITIVE
2024-12-21,0.8402,POSITIVE
2024-12-10,0.3182,POSITIVE
2024-12-01,-0.6765,NEGATIVE
2024-12-28,0.0,NEUTRAL
2024-12-16,0.0,NEUTRAL
2024-11-30,0.5994,POSITIVE
2024-12-29,0.8708,POSITIVE
2024-12-28,0.6542,POSITIVE
2024-12-03,0.2023,POSITIVE
2024-12-03,-0.844,NEGATIVE
2024-12-22,-0.3818,NEGATIVE
2024-12-05,-0.9303,NEGATIVE
2024-12-04,-0.3182,NEGATIVE
2024-12-01,0.7661,POSITIVE
2024-12-19,0.3612,POSITIVE
2024-12-13,-0.5499,NEGATIVE
2024-12-28,0.8225,POSITIVE
2024-12-21,-0.0644,NEGATIVE
2024-12-27,-0.4872,NEGATIVE
2024-12-10,0.8561,POSITIVE
2024-12-29,0.2724,POSITIVE
2024-12-09,-0.1263,NEGATIVE
2024-12-17,0.4678,POSITIVE
2024-12-07,0.5513,POSITIVE
2024-12-09,0.4215,POSITIVE
2024-12-01,0.0,NEUTRAL
2024-12-14,-0.128,NEGATIVE
2024-12-14,0.0,NEUTRAL
2024-12-23,-0.8383,NEGATIVE
2024-12-12,0.9201,POSITIVE
2024-12-21,-0.5719,NEGATIVE
2024-12-19,-0.5106,NEGATIVE
2024-12-03,0.2263,POSITIVE
2024-12-08,-0.8074,NEGATIVE
2024-12-20,0.0,NEUTRAL
2024-12-16,0.0,NEUTRAL
2024-12-15,0.9419,POSITIVE
2024-12-01,0.8522,POSITIVE
2024-12-02,0.4767,POSITIVE
2024-12-06,-0.4767,NEGATIVE
2024-12-14,0.0,NEUTRAL
2024-12-26,0.0,NEUTRAL
2024-12-22,0.3182,POSITIVE
2024-12-16,-0.4019,NEGATIVE
2024-12-26,0.0,NEUTRAL
2024-12-26,0.6486,POSITIVE
2024-12-28,0.0,NEUTRAL
2024-12-17,0.4155,POSITIVE
2024-12-22,-0.4939,NEGATIVE
2024-12-28,-0.7193,NEGATIVE
2024-12-27,0.7964,POSITIVE
2024-12-23,0.1406,POSITIVE
2024-12-29,0.296,POSITIVE
2024-12-21,-0.1877,NEGATIVE
2024-12-10,0.4039,POSITIVE
2024-12-27,0.5719,POSITIVE
2024-12-06,0.0,NEUTRAL
2024-12-19,0.0,NEUTRAL
2024-12-02,0.4717,POSITIVE
2024-12-30,0.1511,POSITIVE
2024-12-27,0.5574,POSITIVE
2024-12-29,-0.25,NEGATIVE
2024-12-17,-0.2869,NEGATIVE
2024-12-13,0.0516,POSITIVE
2024-12-19,0.0,NEUTRAL
2024-12-06,0.0,NEUTRAL
2024-12-26,-0.0516,NEGATIVE
2024-12-06,0.8588,POSITIVE
2024-12-24,0.296,POSITIVE
2024-12-20,0.8734,POSITIVE
2024-12-04,-0.7269,NEGATIVE
2024-12-16,-0.6778,NEGATIVE
2024-12-20,-0.1531,NEGATIVE
2024-12-11,-0.8632,NEGATIVE
2024-12-13,-0.9896,NEGATIVE
2024-12-19,0.0,NEUTRAL
2024-12-26,0.6369,POSITIVE
2024-12-24,0.0,NEUTRAL
2024-12-05,-0.3612,NEGATIVE
2024-12-22,-0.7096,NEGATIVE
2024-12-20,0.7096,POSITIVE
2024-12-17,0.0,NEUTRAL
2024-12-28,-0.6908,NEGATIVE
2024-12-27,0.7912,POSITIVE
2024-12-20,0.0,NEUTRAL
2024-12-07,0.4404,POSITIVE
2024-12-19,0.1102,POSITIVE
2024-12-02,0.0,NEUTRAL
2024-12-21,0.6369,POSITIVE
2024-12-01,0.4767,POSITIVE
2024-12-04,0.0,NEUTRAL
2024-12-26,-0.8214,NEGATIVE
2024-12-26,-0.4767,NEGATIVE
2024-12-10,0.0,NEUTRAL
2024-12-19,-0.4703,NEGATIVE
2024-12-09,0.3071,POSITIVE
2024-12-16,0.9054,POSITIVE
2024-12-28,0.0,NEUTRAL
2024-12-28,-0.6615,NEGATIVE
2024-12-16,0.6236,POSITIVE
2024-12-03,0.7959,POSITIVE
2024-12-13,0.2714,POSITIVE
2024-12-09,0.7096,POSITIVE
2024-12-01,-0.5574,NEGATIVE
2024-12-26,-0.34,NEGATIVE
2024-12-22,-0.3818,NEGATIVE
2024-12-26,-0.7262,NEGATIVE
2024-12-20,-0.3527,NEGATIVE
2024-12-27,-0.2244,NEGATIVE
2024-12-03,0.9951,POSITIVE
2024-12-20,0.7901,POSITIVE
2024-12-16,0.9767,POSITIVE
2024-12-04,-0.3915,NEGATIVE
2024-12-13,-0.4228,NEGATIVE
2024-12-20,0.0,NEUTRAL
2024-12-24,0.2411,POSITIVE
2024-12-23,0.0,NEUTRAL
2024-12-22,-0.4767,NEGATIVE
2024-12-13,0.0,NEUTRAL
2024-12-28,0.0,NEUTRAL
2024-12-27,-0.8313,NEGATIVE
2024-12-18,0.0,NEUTRAL
2024-12-29,0.5106,POSITIVE
2024-12-19,0.3818,POSITIVE
2024-12-03,0.296,POSITIVE
2024-12-04,0.631,POSITIVE
2024-12-10,-0.0,NEUTRAL
2024-12-04,0.7184,POSITIVE
2024-12-22,0.0,NEUTRAL
2024-12-02,0.3182,POSITIVE
2024-12-16,0.1779,POSITIVE
2024-12-28,-0.4526,NEGATIVE
2024-12-10,0.0,NEUTRAL
2024-12-27,0.8807,POSITIVE
2024-12-19,0.4019,POSITIVE
2024-12-21,0.0,NEUTRAL
2024-12-05,0.0,NEUTRAL
2024-12-25,-0.0772,NEGATIVE
2024-11-30,0.0,NEUTRAL
2024-12-01,0.0,NEUTRAL
2024-12-14,0.872,POSITIVE
2024-12-25,0.0,NEUTRAL
2024-12-16,0.6249,POSITIVE
2024-12-19,0.296,POSITIVE
2024-12-12,0.9727,POSITIVE
2024-12-29,0.754,POSITIVE
2024-12-24,0.0243,NEUTRAL
2024-12-16,0.168,POSITIVE
2024-12-17,0.5255,POSITIVE
2024-12-03,0.7992,POSITIVE
2024-12-29,0.2023,POSITIVE
2024-12-19,0.0,NEUTRAL
2024-12-28,-0.4143,NEGATIVE
2024-12-23,-0.9596,NEGATIVE
2024-12-25,0.6705,POSITIVE
2024-12-22,-0.296,NEGATIVE
2024-12-03,0.9204,POSITIVE
2024-12-01,0.9249,POSITIVE
2024-12-11,0.8418,POSITIVE
2024-12-26,-0.4215,NEGATIVE
2024-12-03,-0.4094,NEGATIVE
2024-12-22,-0.3612,NEGATIVE
2024-12-29,-0.7277,NEGATIVE
2024-12-27,0.4329,POSITIVE
2024-12-19,-0.8573,NEGATIVE
2024-12-27,-0.4588,NEGATIVE
2024-12-15,0.0,NEUTRAL
2024-12-12,0.0,NEUTRAL
2024-12-26,-0.6767,NEGATIVE
2024-12-20,-0.2263,NEGATIVE
2024-12-18,-0.4215,NEGATIVE
2024-12-12,0.0516,POSITIVE
2024-12-18,0.7783,POSITIVE
2024-12-18,0.0,NEUTRAL
2024-11-30,-0.2732,NEGATIVE
2024-12-19,0.0,NEUTRAL
2024-12-21,-0.34,NEGATIVE
2024-12-30,-0.4404,NEGATIVE
2024-12-23,0.9724,POSITIVE
2024-12-14,0.0,NEUTRAL
2024-12-07,0.0,NEUTRAL
2024-12-05,0.2732,POSITIVE
2024-12-18,0.9867,POSITIVE
2024-12-11,-0.4215,NEGATIVE
2024-12-11,0.25,POSITIVE
2024-12-17,0.7751,POSITIVE
2024-12-29,-0.4019,NEGATIVE
2024-12-20,-0.6036,NEGATIVE
2024-12-16,-0.8636,NEGATIVE
2024-12-23,0.9244,POSITIVE
2024-12-27,0.8488,POSITIVE
2024-12-26,0.7094,POSITIVE
2024-12-14,-0.7874,NEGATIVE
2024-12-17,0.8225,POSITIVE
2024-12-28,0.0,NEUTRAL
2024-12-21,-0.9969,NEGATIVE
2024-12-13,-0.8225,NEGATIVE
2024-12-27,-0.845,NEGATIVE
2024-12-16,0.877,POSITIVE
2024-12-22,-0.0258,NEUTRAL
2024-12-20,-0.296,NEGATIVE
2024-12-21,0.25,POSITIVE
2024-12-17,0.0,NEUTRAL
2024-12-23,-0.34,NEGATIVE
2024-12-01,0.0387,NEUTRAL
2024-12-09,0.0,NEUTRAL
2024-12-28,-0.4738,NEGATIVE
2024-12-21,0.0,NEUTRAL
2024-12-24,0.9618,POSITIVE
2024-12-21,0.8402,POSITIVE
2024-12-12,0.0,NEUTRAL
2024-12-06,-0.8555,NEGATIVE
2024-12-16,0.7277,POSITIVE
2024-12-24,0.3182,POSITIVE
2024-12-09,-0.4767,NEGATIVE
2024-12-03,-0.1796,NEGATIVE
2024-12-14,-0.6154,NEGATIVE
2024-12-15,0.9719,POSITIVE
2024-12-12,0.5106,POSITIVE
2024-12-19,-0.4019,NEGATIVE
2024-12-27,0.3612,POSITIVE
2024-12-30,-0.5859,NEGATIVE
2024-12-30,-0.8191,NEGATIVE
2024-12-19,0.9382,POSITIVE
2024-12-26,0.7572,POSITIVE
2024-12-29,0.34,POSITIVE
2024-12-02,0.0,NEUTRAL
2024-12-26,0.765,POSITIVE
2024-12-13,-0.6324,NEGATIVE
2024-12-09,-0.1717,NEGATIVE
2024-12-20,0.0,NEUTRAL
2024-12-24,-0.5405,NEGATIVE
2024-12-21,0.9401,POSITIVE
2024-12-18,0.0,NEUTRAL
2024-12-06,0.6666,POSITIVE
2024-12-20,-0.3716,NEGATIVE
2024-12-01,-0.673,NEGATIVE
2024-12-21,0.5574,POSITIVE
2024-12-29,0.8807,POSITIVE
2024-12-19,-0.4767,NEGATIVE
2024-12-19,0.0,NEUTRAL
2024-12-06,-0.7096,NEGATIVE
2024-12-27,0.8522,POSITIVE
2024-12-16,0.0,NEUTRAL
2024-12-20,0.7588,POSITIVE
2024-12-20,0.3182,POSITIVE
2024-12-12,-0.5574,NEGATIVE
2024-12-02,0.4318,POSITIVE
2024-12-01,-0.5994,NEGATIVE
2024-12-28,-0.6951,NEGATIVE
2024-12-28,-0.8489,NEGATIVE
2024-12-08,0.7845,POSITIVE
2024-12-06,-0.128,NEGATIVE
2024-12-17,0.0,NEUTRAL
2024-12-02,0.5407,POSITIVE
2024-12-03,0.9155,POSITIVE
